Store,Date,Year,Month,Week,DayOfWeek,Quarter,WeekOfMonth,Month_Sin,Month_Cos,Week_Sin,Week_Cos,Temperature,Fuel_Price,CPI,Unemployment,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,MarkDown_Total,Has_MarkDown,Sales_Lag_7,Sales_Lag_14,Sales_Lag_28,Sales_RollingMean_7,Sales_RollingStd_7,Sales_RollingMean_28,Sales_RollingStd_28,Type,Size,Size_Normalized,IsHoliday,Is_PreHoliday,Holiday_Month,Days_Since_Start,Week_Number,Target
1,2010-06-04,2010,6,22,4,2,1,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,80.69,2.705,211.1764278,7.808,0.0,0.0,0.0,0.0,0.0,0.0,0,1466058.28,1409727.59,0.0,1458907.6785714286,73358.73884542234,1501845.8023529411,91229.77857313277,A,151315,0.3331494290870447,False,0,0,119,17,1615524.71
1,2010-06-11,2010,6,23,4,2,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,80.43,2.668,211.4560951,7.808,0.0,0.0,0.0,0.0,0.0,0.0,0,1391256.12,1554806.68,0.0,1480260.0257142857,94494.5604458175,1508161.2972222222,92472.86262081032,A,151315,0.3331494290870447,False,0,0,126,18,1542561.09
1,2010-06-18,2010,6,24,4,2,3,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,84.11,2.637,211.4537719,7.808,0.0,0.0,0.0,0.0,0.0,0.0,0,1425100.71,1439541.59,0.0,1501875.0214285713,87810.97390011938,1509971.812631579,90213.32121703246,A,151315,0.3331494290870447,False,0,0,133,19,1503284.06
1,2010-06-25,2010,6,25,4,2,4,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,84.34,2.653,211.3386526,7.808,0.0,0.0,0.0,0.0,0.0,0.0,0,1603955.1199999999,1472515.79,0.0,1513044.0714285714,81136.77708328044,1509637.425,87819.93227281448,A,151315,0.3331494290870447,False,0,0,140,20,1422711.6
1,2010-07-02,2010,7,26,4,3,1,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0,80.91,2.669,211.2235333,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0,1494251.5,1404429.92,0.0,1487152.1400000001,76049.82075707108,1505498.1,87672.90185541804,A,151315,0.3331494290870447,False,0,0,147,21,1492418.1400000001
1,2010-07-09,2010,7,27,4,3,2,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,80.48,2.642,211.108414,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0,1399662.07,1594968.28,0.0,1486890.2314285715,76024.44902133755,1504903.5563636364,85605.42460048478,A,151315,0.3331494290870447,False,0,0,154,22,1546074.18
1,2010-07-16,2010,7,28,4,3,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,83.15,2.623,211.1003854,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0,1432069.95,1545418.53,0.0,1507806.2471428572,67712.54280998275,1506693.583478261,84076.63897237042,A,151315,0.3331494290870447,False,0,0,161,23,1448938.92
1,2010-07-23,2010,7,29,4,3,4,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,83.36,2.608,211.2351443,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0,1615524.71,1466058.28,0.0,1510216.0999999999,64805.67681826947,1504287.139166667,83069.38028243485,A,151315,0.3331494290870447,False,0,0,168,24,1385065.2
1,2010-07-30,2010,7,30,4,3,5,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,81.84,2.64,211.3699032,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0,1542561.09,1391256.12,0.0,1477293.312857143,60805.87899913528,1499518.2615999999,84744.05598113083,A,151315,0.3331494290870447,False,0,0,175,25,1371986.6
1,2010-08-06,2010,8,31,4,3,1,-0.8660254037844384,-0.5000000000000004,-0.5680647467311556,-0.8229838658936565,87.16,2.627,211.5046621,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0,1503284.06,1425100.71,0.0,1452925.5285714287,64365.14091207336,1494613.1976923076,86717.03277655381,A,151315,0.3331494290870447,False,0,0,182,26,1605491.78
1,2010-08-13,2010,8,32,4,3,2,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,87.0,2.692,211.6394211,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0,1422711.6,1603955.1199999999,0.0,1467526.6314285714,85737.3529474327,1498719.8118518519,87669.57607484443,A,151315,0.3331494290870447,False,0,0,189,27,1508237.76
1,2010-08-20,2010,8,33,4,3,3,-0.8660254037844384,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,86.65,2.664,211.6033633,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0,1492418.1400000001,1494251.5,1643690.9,1479744.6542857143,84369.63366880259,1499059.7385714285,86049.5496210858,A,151315,0.3331494290870447,False,0,0,196,28,1513080.49
1,2010-08-27,2010,8,34,4,3,4,-0.8660254037844384,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,85.22,2.619,211.5673056,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0,1546074.18,1399662.07,1641957.44,1482696.4185714286,85243.84711742972,1494395.0810714287,81329.5378248354,A,151315,0.3331494290870447,False,0,0,203,29,1449142.92
1,2010-09-03,2010,9,35,4,3,1,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,81.21,2.577,211.5312479,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0,1448938.92,1432069.95,1611968.17,1468849.0957142857,80999.93724153409,1487508.8482142857,76385.15299351385,A,151315,0.3331494290870447,False,1,0,210,30,1540163.53
1,2010-09-10,2010,9,36,4,3,2,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,78.69,2.565,211.4951902,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0,1385065.2,1615524.71,1409727.59,1481881.182857143,84524.57766060242,1484944.3967857142,73190.49886849483,A,151315,0.3331494290870447,True,0,9,217,31,1507460.69
1,2010-09-17,2010,9,37,4,3,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,82.11,2.582,211.5224596,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0,1371986.6,1542561.09,1554806.68,1499366.252857143,73038.01328869977,1488434.864642857,71787.54858445292,A,151315,0.3331494290870447,False,0,0,224,32,1430378.67
1,2010-09-24,2010,9,38,4,3,4,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357,80.94,2.624,211.5972246,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0,1605491.78,1503284.06,1439541.59,1507707.9771428572,57812.8134427748,1483991.007142857,71376.82243241726,A,151315,0.3331494290870447,False,0,0,231,33,1351791.03
1,2010-10-01,2010,10,39,4,4,1,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,71.89,2.603,211.6719895,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1508237.76,1422711.6,1472515.79,1471465.0128571428,65329.27301071309,1480857.0585714285,75223.5307464302,A,151315,0.3331494290870447,False,0,0,238,34,1453329.5
1,2010-10-08,2010,10,40,4,4,2,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,63.93,2.633,211.7467544,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1513080.49,1492418.1400000001,1404429.92,1463620.9757142856,63447.4098971203,1480171.8339285715,75389.52953278265,A,151315,0.3331494290870447,False,0,0,245,35,1508239.93
1,2010-10-15,2010,10,41,4,4,3,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,67.18,2.72,211.8137436,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1449142.92,1546074.18,1594968.28,1462929.4671428571,62842.001845051265,1483879.3342857142,74067.73582788382,A,151315,0.3331494290870447,False,0,0,252,36,1459409.1
1,2010-10-22,2010,10,42,4,4,4,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,69.86,2.725,211.8612937,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1540163.53,1448938.92,1545418.53,1464396.0642857142,62585.90220356175,1479037.935,70900.17464245594,A,151315,0.3331494290870447,False,0,0,259,37,1345454.0
1,2010-10-29,2010,10,43,4,4,5,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,69.64,2.716,211.9088438,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1507460.69,1385065.2,1466058.28,1436580.4171428569,66448.60813911377,1471896.344642857,73970.65438533139,A,151315,0.3331494290870447,False,0,0,266,38,1384209.22
1,2010-11-05,2010,11,44,4,4,1,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548,58.74,2.689,211.9563939,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1430378.67,1371986.6,1391256.12,1418973.0642857142,60609.54576793792,1468973.1639285714,75804.43830720805,A,151315,0.3331494290870447,False,0,0,273,39,1551659.28
1,2010-11-12,2010,11,45,4,4,2,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,59.61,2.728,212.003944,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1351791.03,1605491.78,1425100.71,1436298.8657142855,78967.6753087897,1474701.8482142857,75774.6667387216,A,151315,0.3331494290870447,False,0,0,280,40,1494479.49
1,2010-11-19,2010,11,46,4,4,3,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,51.41,2.771,211.8896737,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1453329.5,1508237.76,1603955.1199999999,1456682.9314285715,71589.34075905774,1477179.6617857143,75224.99036658724,A,151315,0.3331494290870447,False,1,0,287,41,1483784.18
1,2010-11-26,2010,11,47,4,4,4,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,64.52,2.735,211.7484333,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1508239.93,1513080.49,1494251.5,1461033.5999999999,72273.71146615042,1472887.8425,71035.5749790101,A,151315,0.3331494290870447,True,0,11,294,42,1955624.11
1,2010-12-03,2010,12,48,4,4,1,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321,49.27,2.708,211.607193,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1459409.1,1449142.92,1399662.07,1524945.6257142858,202129.9260328284,1489365.4357142858,115665.38848964316,A,151315,0.3331494290870447,False,0,0,301,43,1548033.78
1,2010-12-10,2010,12,49,4,4,2,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,46.33,2.843,211.4659526,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1345454.0,1540163.53,1432069.95,1537606.2942857144,200106.23051815614,1494664.425357143,114799.03167687422,A,151315,0.3331494290870447,False,0,0,308,44,1682614.26
1,2010-12-17,2010,12,50,4,4,3,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,49.84,2.869,211.4053124,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1384209.22,1507460.69,1615524.71,1585772.0457142855,186243.6798031418,1503612.4364285714,119411.09755702388,A,151315,0.3331494290870447,False,0,0,315,45,1891034.93
1,2010-12-24,2010,12,51,4,4,4,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,52.33,2.886,211.4051222,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1551659.28,1430378.67,1542561.09,1658175.7185714287,193210.62018333218,1513452.087142857,138758.27411432608,A,151315,0.3331494290870447,False,1,0,322,46,2387950.2
1,2010-12-31,2010,12,52,4,4,5,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,48.43,2.943,211.4049321,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0,1494479.49,1351791.03,1503284.06,1777645.8499999999,327946.9770260747,1543644.555357143,215872.85478236893,A,151315,0.3331494290870447,True,0,12,329,47,1367320.01
1,2011-01-07,2011,1,1,4,1,1,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,48.27,2.976,211.4047419,7.742,0.0,0.0,0.0,0.0,0.0,0.0,0,1483784.18,1453329.5,1422711.6,1759480.2100000002,349086.7830599897,1538788.6964285714,218329.5646939206,A,151315,0.3331494290870447,False,0,0,336,48,1444732.28
1,2011-01-14,2011,1,2,4,1,2,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,35.4,2.983,211.4574109,7.742,0.0,0.0,0.0,0.0,0.0,0.0,0,1955624.11,1508239.93,1492418.1400000001,1753901.3671428573,354497.1994979144,1539575.1492857144,217935.25772018303,A,151315,0.3331494290870447,False,0,0,343,49,1391013.96
1,2011-01-21,2011,1,3,4,1,3,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,44.04,3.016,211.8272343,7.742,0.0,0.0,0.0,0.0,0.0,0.0,0,1548033.78,1459409.1,1546074.18,1673242.7742857144,365026.0565531321,1535953.5714285714,219584.23401531435,A,151315,0.3331494290870447,False,0,0,350,50,1327405.42
1,2011-01-28,2011,1,4,4,1,4,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,43.83,3.01,212.1970577,7.742,0.0,0.0,0.0,0.0,0.0,0.0,0,1682614.26,1345454.0,1448938.92,1641724.4371428571,386530.8258754899,1528143.9728571426,223071.78356929225,A,151315,0.3331494290870447,False,0,0,357,51,1316899.31
1,2011-02-04,2011,2,5,4,1,1,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,42.27,2.989,212.5668812,7.742,0.0,0.0,0.0,0.0,0.0,0.0,0,1891034.93,1384209.22,1385065.2,1589479.4442857145,404386.1782116023,1523428.2724999997,226182.142663884,A,151315,0.3331494290870447,False,1,0,364,52,1606629.58
1,2011-02-11,2011,2,6,4,1,2,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,36.39,3.022,212.9367046,7.742,0.0,0.0,0.0,0.0,0.0,0.0,0,2387950.2,1551659.28,1371986.6,1548850.1085714286,382747.1538143831,1531341.2860714286,225035.0294224068,A,151315,0.3331494290870447,True,0,2,371,53,1649614.93
1,2011-02-18,2011,2,7,4,1,3,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,57.36,3.045,213.2478853,7.742,0.0,0.0,0.0,0.0,0.0,0.0,0,1367320.01,1494479.49,1605491.78,1443373.6414285714,133641.24392915692,1541256.5835714284,223866.90920522527,A,151315,0.3331494290870447,False,0,0,378,54,1686842.78
1,2011-02-25,2011,2,8,4,1,4,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,62.9,3.065,213.535609,7.742,0.0,0.0,0.0,0.0,0.0,0.0,0,1444732.28,1483784.18,1508237.76,1489019.7514285713,156027.76865561985,1544161.9764285714,225255.03533794882,A,151315,0.3331494290870447,False,0,0,385,55,1456800.28
1,2011-03-04,2011,3,9,4,1,1,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,59.58,3.288,213.8233327,7.742,0.0,0.0,0.0,0.0,0.0,0.0,0,1391013.96,1955624.11,1513080.49,1490743.7514285718,155522.71888243515,1542324.9235714285,225768.02736150057,A,151315,0.3331494290870447,False,0,0,392,56,1636263.41
1,2011-03-11,2011,3,10,4,1,2,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,53.56,3.459,214.1110564,7.742,0.0,0.0,0.0,0.0,0.0,0.0,0,1327405.42,1548033.78,1449142.92,1525779.3871428573,156929.5839299371,1546724.3135714286,226376.426224613,A,151315,0.3331494290870447,False,0,0,399,57,1553191.63
1,2011-03-18,2011,3,11,4,1,3,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,62.76,3.488,214.3627114,7.742,0.0,0.0,0.0,0.0,0.0,0.0,0,1316899.31,1682614.26,1540163.53,1558034.56,130305.91753043624,1550440.3389285712,225567.82519626414,A,151315,0.3331494290870447,False,0,0,406,58,1576818.06
1,2011-03-25,2011,3,12,4,1,4,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,69.97,3.473,214.5999389,7.742,0.0,0.0,0.0,0.0,0.0,0.0,0,1606629.58,1891034.93,1507460.69,1595165.81,75755.41328781146,1551749.4292857144,225612.33293854378,A,151315,0.3331494290870447,False,0,0,413,59,1541102.3800000001
1,2011-04-01,2011,4,13,4,2,1,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766364e-16,59.17,3.524,214.8371664,7.682,0.0,0.0,0.0,0.0,0.0,0.0,0,1649614.93,2387950.2,1430378.67,1585804.7814285713,78114.58496314789,1552950.9182142857,225457.26506534766,A,151315,0.3331494290870447,False,0,0,420,60,1495064.75
1,2011-04-08,2011,4,14,4,2,2,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,67.84,3.622,215.0743939,7.682,0.0,0.0,0.0,0.0,0.0,0.0,0,1686842.78,1367320.01,1351791.03,1563726.184285714,78910.38945555445,1555261.1353571431,224484.08584669093,A,151315,0.3331494290870447,False,0,0,427,61,1614259.35
1,2011-04-15,2011,4,15,4,2,3,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,71.27,3.743,215.2918561,7.682,0.0,0.0,0.0,0.0,0.0,0.0,0,1456800.28,1444732.28,1453329.5,1553357.122857143,63251.32414507225,1564635.0039285715,221127.93276983316,A,151315,0.3331494290870447,False,0,0,434,62,1559889.0
1,2011-04-22,2011,4,16,4,2,4,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,72.99,3.807,215.4599053,7.682,0.0,0.0,0.0,0.0,0.0,0.0,0,1636263.41,1391013.96,1508239.93,1568084.082857143,46914.17358185229,1568440.7003571428,220055.73938828186,A,151315,0.3331494290870447,False,0,0,441,63,1564819.81
1,2011-04-29,2011,4,17,4,2,5,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,72.03,3.81,215.6279544,7.682,0.0,0.0,0.0,0.0,0.0,0.0,0,1553191.63,1327405.42,1459409.1,1557877.8542857144,36144.854897289275,1570461.410357143,219742.01324420172,A,151315,0.3331494290870447,False,0,0,448,64,1455090.69
1,2011-05-06,2011,5,18,4,2,1,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,64.61,3.906,215.7960035,7.682,0.0,0.0,0.0,0.0,0.0,0.0,0,1576818.06,1316899.31,1345454.0,1543863.4342857145,53240.20392141696,1570307.1814285715,219824.34366598778,A,151315,0.3331494290870447,False,0,0,455,65,1629391.28
1,2011-05-13,2011,5,19,4,2,2,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,75.64,3.899,215.9640526,7.682,0.0,0.0,0.0,0.0,0.0,0.0,0,1541102.3800000001,1606629.58,1384209.22,1551373.8942857143,61699.90795811757,1580447.7985714285,215575.60451698423,A,151315,0.3331494290870447,False,0,0,462,66,1604775.58
1,2011-05-20,2011,5,20,4,2,3,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,67.63,3.907,215.7339202,7.682,0.0,0.0,0.0,0.0,0.0,0.0,0,1495064.75,1649614.93,1551659.28,1560470.065714286,64560.4697693578,1588325.1685714286,212141.76710830568,A,151315,0.3331494290870447,False,0,0,469,67,1428218.27
1,2011-05-27,2011,5,21,4,2,4,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,77.72,3.786,215.5037878,7.682,0.0,0.0,0.0,0.0,0.0,0.0,0,1614259.35,1686842.78,1494479.49,1550920.5685714285,79144.02211289534,1583916.5610714287,214204.56829537975,A,151315,0.3331494290870447,False,0,0,476,68,1466046.67
1,2011-06-03,2011,6,22,4,2,1,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,83.0,3.699,215.2736553,7.682,0.0,0.0,0.0,0.0,0.0,0.0,0,1559889.0,1456800.28,1483784.18,1529747.3285714283,79200.4757965639,1582901.1032142858,214711.05220318385,A,151315,0.3331494290870447,False,0,0,483,69,1635078.41
1,2011-06-10,2011,6,23,4,2,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,83.13,3.648,215.0435229,7.682,0.0,0.0,0.0,0.0,0.0,0.0,0,1564819.81,1636263.41,1955624.11,1540488.6728571428,88520.02901167545,1588304.4685714284,214026.94354494693,A,151315,0.3331494290870447,False,0,0,490,70,1588948.32
1,2011-06-17,2011,6,24,4,2,3,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,86.41,3.637,214.9980596,7.682,0.0,0.0,0.0,0.0,0.0,0.0,0,1455090.69,1553191.63,1548033.78,1543935.602857143,90081.38644113124,1575208.9046428571,201575.11682511852,A,151315,0.3331494290870447,False,0,0,497,71,1532114.86
1,2011-06-24,2011,6,25,4,2,4,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,83.58,3.594,215.0910982,7.682,0.0,0.0,0.0,0.0,0.0,0.0,0,1629391.28,1576818.06,1682614.26,1554939.0557142855,81738.1150347297,1574640.371785714,201677.02520484835,A,151315,0.3331494290870447,False,0,0,504,72,1438830.15
